DATE,all_time_change
2016/5/25 15:30,0.09
2016/5/26 15:30,-4.03
2016/5/27 15:30,-5.35
2016/5/28 15:30,-5.96
2016/5/29 15:30,-5.29
2016/5/30 15:30,-4.73
2016/5/31 15:30,-4.42
2016/6/1 15:30,-5.05
2016/6/2 15:30,-4.31
2016/6/3 15:30,-4.69
2016/6/4 15:30,-5.06
2016/6/5 15:30,-5.43
2016/6/6 15:30,-5.78
2016/6/7 15:30,-6.15
2016/6/8 15:30,-6.62
2016/6/9 15:30,-7.2
2016/6/10 15:30,-7.8
2016/6/11 15:30,-8.38
2016/6/12 15:30,-9.04
2016/6/13 15:30,-9.68
2016/6/14 15:30,-10.3
2016/6/15 15:30,-10.3
2016/6/16 15:30,-10.3
2016/6/17 15:30,-11.74
2016/6/18 15:30,-12.2
2016/6/19 15:30,-12.69
2016/6/20 15:30,-13.07
2016/6/21 15:30,-13.47
2016/6/22 15:30,-13.81
2016/6/23 15:30,-14.17
2016/6/24 15:30,-14.42
2016/6/25 15:30,-14.31
2016/6/26 15:30,-14.59
2016/6/27 15:30,-14.91
2016/6/28 15:30,-15.2
2016/6/29 15:30,-14.7
2016/6/30 15:30,-14.27
2016/7/1 15:30,-14.74
2016/7/2 15:30,-15.14
2016/7/3 15:30,-15.31
2016/7/4 15:30,-15.39
2016/7/5 15:30,-15.79
2016/7/6 15:30,-15.79
2016/7/7 15:30,-16.03
2016/7/8 15:30,-16.19
2016/7/9 15:30,-16.44
2016/7/10 15:30,-16.52
2016/7/11 15:30,-16.73
2016/7/12 15:30,-16.87
2016/7/13 15:30,-17.22
2016/7/14 15:30,-17.4
2016/7/15 15:30,-17.47
2016/7/16 15:30,-17.77
2016/7/17 15:30,-18.01
2016/7/18 15:30,-18.1
2016/7/19 15:30,-18.2
2016/7/20 15:30,-18.32
2016/7/21 15:30,-17.77
2016/7/22 15:30,-17.19
2016/7/23 15:30,-16.78
2016/7/24 15:30,-16.43
2016/7/25 15:30,-16.57
2016/7/26 15:30,-16.73
2016/7/27 15:30,-16.52
2016/7/28 15:30,-16.59
2016/7/29 15:30,-16.81
2016/7/30 15:30,-17.05
2016/7/31 15:30,-17.32
2016/8/1 15:30,-17.41
2016/8/2 15:30,-17.41
2016/8/3 15:30,-17.51
2016/8/4 15:30,-17.59
2016/8/5 15:30,-17.68
2016/8/6 15:30,-17.78
2016/8/7 15:30,-17.9
2016/8/8 15:30,-17.9
2016/8/9 15:30,-18.01
