DATE,all_time_change
2016/5/25 15:30,1.1
2016/5/26 15:30,-3.51
2016/5/27 15:30,-2.44
2016/5/28 15:30,-3.9
2016/5/29 15:30,-6.38
2016/5/30 15:30,-4.8
2016/5/31 15:30,-5.94
2016/6/1 15:30,-5.17
2016/6/2 15:30,-7.75
2016/6/3 15:30,-6.27
2016/6/4 15:30,-4.85
2016/6/5 15:30,-5.21
2016/6/6 15:30,-5.56
2016/6/7 15:30,-5.93
2016/6/8 15:30,-6.31
2016/6/9 15:30,-6.7
2016/6/10 15:30,-7.1
2016/6/11 15:30,-7.5
2016/6/12 15:30,-7.94
2016/6/13 15:30,-8.36
2016/6/14 15:30,-8.78
2016/6/15 15:30,-8.78
2016/6/16 15:30,-8.78
2016/6/17 15:30,-9.76
2016/6/18 15:30,-10.13
2016/6/19 15:30,-10.59
2016/6/20 15:30,-10.99
2016/6/21 15:30,-11.41
2016/6/22 15:30,-11.76
2016/6/23 15:30,-14.01
2016/6/24 15:30,-14.67
2016/6/25 15:30,-16.84
2016/6/26 15:30,-17.42
2016/6/27 15:30,-18.08
2016/6/28 15:30,-18.67
2016/6/29 15:30,-18.46
2016/6/30 15:30,-18.29
2016/7/1 15:30,-18.67
2016/7/2 15:30,-18.99
2016/7/3 15:30,-19.13
2016/7/4 15:30,-19.3
2016/7/5 15:30,-20.39
2016/7/6 15:30,-20.39
2016/7/7 15:30,-20.57
2016/7/8 15:30,-20.72
2016/7/9 15:30,-20.41
2016/7/10 15:30,-20.61
2016/7/11 15:30,-21.23
2016/7/12 15:30,-21.66
2016/7/13 15:30,-22.18
2016/7/14 15:30,-22.05
2016/7/15 15:30,-22.23
2016/7/16 15:30,-22.47
2016/7/17 15:30,-23.08
2016/7/18 15:30,-23.17
2016/7/19 15:30,-23.27
2016/7/20 15:30,-23.39
2016/7/21 15:30,-23.17
2016/7/22 15:30,-22.91
2016/7/23 15:30,-22.61
2016/7/24 15:30,-22.96
2016/7/25 15:30,-23.09
2016/7/26 15:30,-23.24
2016/7/27 15:30,-23.36
2016/7/28 15:30,-23.43
2016/7/29 15:30,-23.17
2016/7/30 15:30,-22.95
2016/7/31 15:30,-22.75
2016/8/1 15:30,-22.95
2016/8/2 15:30,-22.95
2016/8/3 15:30,-23.17
2016/8/4 15:30,-23.36
2016/8/5 15:30,-23.56
2016/8/6 15:30,-23.78
2016/8/7 15:30,-24.03
2016/8/8 15:30,-24.03
2016/8/9 15:30,-24.25
