DATE,all_time_change
2016/7/5 17:00,-0.21
2016/7/6 17:00,-0.96
2016/7/7 17:00,-1.32
2016/7/8 17:00,-1.18
2016/7/9 17:00,-1.41
2016/7/10 17:00,-2.51
2016/7/11 17:00,-3.56
2016/7/12 17:00,-4.1
2016/7/13 17:00,-4.87
2016/7/14 17:00,-4.98
2016/7/15 17:00,-4.7
2016/7/16 17:00,-5.28
2016/7/17 17:00,-6.16
2016/7/18 17:00,-4.7
2016/7/19 17:00,-4.71
2016/7/20 17:00,-5.12
2016/7/21 17:00,-4.04
2016/7/22 17:00,-4.18
2016/7/23 17:00,-4.38
2016/7/24 17:00,-3.73
2016/7/25 17:00,-4.04
2016/7/26 17:00,-3.79
2016/7/27 17:00,-4.21
2016/7/28 17:00,-3.85
2016/7/29 17:00,-3.62
2016/7/30 17:00,-3.25
2016/7/31 17:00,-2.47
2016/8/1 17:00,-3.03
2016/8/2 17:00,-2.3
2016/8/3 17:00,-2.26
2016/8/4 17:00,-2.67
2016/8/5 17:00,-3.51
2016/8/6 17:00,-3.45
2016/8/7 17:00,-3.36
2016/8/8 17:00,-2.94
2016/8/9 17:00,-3.11
2016/8/10 17:00,-2.18
2016/8/11 17:00,-2.9
2016/8/12 17:00,-2.85
2016/8/13 17:00,-4.16
2016/8/14 17:00,-3.98
2016/8/15 17:00,-3.68
2016/8/16 17:00,-4.28
2016/8/17 17:00,-4.05
2016/8/18 17:00,-3.82
2016/8/19 17:00,-3.74
2016/8/20 17:00,-2.64
2016/8/21 17:00,-2.17
2016/8/22 17:00,-2.66
2016/8/23 17:00,-1.24
2016/8/24 17:00,-1.1
2016/8/25 17:00,-0.05
2016/8/26 17:00,0.25
2016/8/27 17:00,0.12
2016/8/28 17:00,-0.02
2016/8/29 17:00,-0.8
2016/8/30 17:00,-1.13
2016/8/31 17:00,-1.14
2016/9/1 17:00,-1.11
2016/9/2 17:00,-1.55
2016/9/3 17:00,-1.31
2016/9/4 17:00,-1.13
2016/9/5 17:00,-1.43
2016/9/6 17:00,-1.32
2016/9/7 17:00,-1.74
2016/9/8 17:00,-1.84
2016/9/9 17:00,-1.34
2016/9/10 17:00,-1.66
2016/9/12 17:00,-1.92
2016/9/13 17:00,-1.88
2016/9/14 17:00,-1.97
2016/9/16 17:00,-2.07
2016/9/18 17:00,-2.34
2016/9/19 17:00,-2.51
2016/9/21 17:00,-2.6
2016/9/22 17:00,-2.08
2016/9/23 17:00,-2.21
2016/9/24 17:00,-2.27
2016/9/25 17:00,-2.24
2016/9/26 17:00,-2.41
2016/9/27 17:00,-2.37
2016/9/28 17:00,-2.1
2016/9/29 17:00,-2.27
2016/9/30 17:00,-2.3
2016/10/1 17:00,-2.26
2016/10/2 17:00,-2.05
2016/10/3 17:00,-1.76
2016/10/4 17:00,-1.92
2016/10/5 17:00,-2.14
2016/10/6 17:00,-1.95
2016/10/7 17:00,-1.84
2016/10/8 17:00,-2.33
2016/10/9 17:00,-2.91
2016/10/10 17:00,-2.05
2016/10/11 17:00,-2.23
2016/10/12 17:00,-3.03
2016/10/13 17:00,-3.16
2016/10/14 17:00,-3.09
2016/10/15 17:00,-3.7
2016/10/16 17:00,-3.33
2016/10/17 17:00,-3.46
2016/10/18 17:00,-3.68
2016/10/19 17:00,-3.79
2016/10/20 17:00,-3.73
2016/10/21 17:00,-3.45
2016/10/22 17:00,-3.33
2016/10/23 17:00,-3.51
2016/10/24 17:00,-3.97
2016/10/25 17:00,-2.7
2016/10/26 17:00,-3.04
2016/10/27 17:00,-2.49
2016/10/28 17:00,-2.14
2016/10/29 17:00,-2.62
2016/10/30 17:00,-2.02
2016/10/31 17:00,-1.91
2016/11/1 17:00,-2.46
2016/11/2 17:00,-2.29
2016/11/3 17:00,-2.41
2016/11/4 17:00,-2.51
2016/11/5 17:00,-2.52
