DATE,all_time_change
2016/5/25 15:30,2.64
2016/5/26 15:30,0.61
2016/5/27 15:30,-0.07
2016/5/28 15:30,-1.25
2016/5/29 15:30,-2.47
2016/5/30 15:30,-2.1
2016/5/31 15:30,-2.66
2016/6/1 15:30,-2.83
2016/6/2 15:30,-3.78
2016/6/3 15:30,-4.68
2016/6/4 15:30,-5.73
2016/6/5 15:30,-6.39
2016/6/6 15:30,-7.03
2016/6/7 15:30,-6.93
2016/6/8 15:30,-5.92
2016/6/9 15:30,-6.53
2016/6/10 15:30,-7.26
2016/6/11 15:30,-7.86
2016/6/12 15:30,-8.51
2016/6/13 15:30,-9.01
2016/6/14 15:30,-9.49
2016/6/15 15:30,-9.49
2016/6/16 15:30,-9.49
2016/6/17 15:30,-11.2
2016/6/18 15:30,-11.81
2016/6/19 15:30,-12.46
2016/6/20 15:30,-13.13
2016/6/21 15:30,-13.84
2016/6/22 15:30,-14.56
2016/6/23 15:30,-15.28
2016/6/24 15:30,-15.24
2016/6/25 15:30,-16.22
2016/6/26 15:30,-16.88
2016/6/27 15:30,-16.78
2016/6/28 15:30,-17.21
2016/6/29 15:30,-17.03
2016/6/30 15:30,-16.89
2016/7/1 15:30,-16.52
2016/7/2 15:30,-16.12
2016/7/3 15:30,-16.2
2016/7/4 15:30,-16.46
2016/7/5 15:30,-16.86
2016/7/6 15:30,-16.86
2016/7/7 15:30,-16.99
2016/7/8 15:30,-17.07
2016/7/9 15:30,-17.2
2016/7/10 15:30,-17.5
2016/7/11 15:30,-17.65
2016/7/12 15:30,-18.12
2016/7/13 15:30,-18.43
2016/7/14 15:30,-18.66
2016/7/15 15:30,-18.92
2016/7/16 15:30,-18.69
2016/7/17 15:30,-18.81
2016/7/18 15:30,-18.97
2016/7/19 15:30,-19.15
2016/7/20 15:30,-19.31
2016/7/21 15:30,-19.12
2016/7/22 15:30,-18.91
2016/7/23 15:30,-18.67
2016/7/24 15:30,-18.41
2016/7/25 15:30,-18.78
2016/7/26 15:30,-19.09
2016/7/27 15:30,-18.92
2016/7/28 15:30,-19.05
2016/7/29 15:30,-18.72
2016/7/30 15:30,-19.01
2016/7/31 15:30,-18.76
2016/8/1 15:30,-18.97
2016/8/2 15:30,-18.97
2016/8/3 15:30,-19.21
2016/8/4 15:30,-19.39
2016/8/5 15:30,-19.54
2016/8/6 15:30,-19.68
2016/8/7 15:30,-19.56
2016/8/8 15:30,-19.8
2016/8/9 15:30,-19.91
