DATE,all_time_change
2016/7/5 17:00,-17.66
2016/7/6 17:00,-19.69
2016/7/7 17:00,-19.19
2016/7/8 17:00,-19.44
2016/7/9 17:00,-19.47
2016/7/10 17:00,-17.24
2016/7/11 17:00,-17.04
2016/7/12 17:00,-17.62
2016/7/13 17:00,-17.86
2016/7/14 17:00,-17.76
2016/7/15 17:00,-17.47
2016/7/16 17:00,-17.56
2016/7/17 17:00,-17.82
2016/7/18 17:00,-16.48
2016/7/19 17:00,-17.02
2016/7/20 17:00,-17.15
2016/7/21 17:00,-16.36
2016/7/22 17:00,-17.47
2016/7/23 17:00,-17.08
2016/7/24 17:00,-16.33
2016/7/25 17:00,-16.86
2016/7/26 17:00,-17.13
2016/7/27 17:00,-16.9
2016/7/28 17:00,-16.71
2016/7/29 17:00,-16.5
2016/7/30 17:00,-16.48
2016/7/31 17:00,-16.2
2016/8/1 17:00,-16.48
2016/8/2 17:00,-15.68
2016/8/3 17:00,-15.65
2016/8/4 17:00,-16.69
2016/8/5 17:00,-15.1
2016/8/6 17:00,-14.7
2016/8/7 17:00,-10.72
2016/8/8 17:00,-12.72
2016/8/9 17:00,-11.63
2016/8/10 17:00,-11.32
2016/8/11 17:00,-11.61
2016/8/12 17:00,-12.33
2016/8/13 17:00,-12.53
2016/8/14 17:00,-11.82
2016/8/15 17:00,-12.74
2016/8/16 17:00,-12.09
2016/8/17 17:00,-11.8
2016/8/18 17:00,-11.69
2016/8/19 17:00,-10.74
2016/8/20 17:00,-10.84
2016/8/21 17:00,-10.14
2016/8/22 17:00,-10.11
2016/8/23 17:00,-9.62
2016/8/24 17:00,-9.87
2016/8/25 17:00,-8.45
2016/8/26 17:00,-8.05
2016/8/27 17:00,-7.94
2016/8/28 17:00,-8.37
2016/8/29 17:00,-8.62
2016/8/30 17:00,-8.8
2016/8/31 17:00,-8.44
2016/9/1 17:00,-7.84
2016/9/2 17:00,-8.78
2016/9/3 17:00,-8.99
2016/9/4 17:00,-9.24
2016/9/5 17:00,-9.35
2016/9/6 17:00,-8.97
2016/9/7 17:00,-9.28
2016/9/8 17:00,-9.22
2016/9/9 17:00,-8.97
2016/9/10 17:00,-8.91
2016/9/12 17:00,-9.01
2016/9/13 17:00,-9.06
2016/9/14 17:00,-9.36
2016/9/16 17:00,-9.3
2016/9/18 17:00,-9.63
2016/9/19 17:00,-9.68
2016/9/21 17:00,-9.79
2016/9/22 17:00,-9.7
2016/9/23 17:00,-9.6
2016/9/24 17:00,-9.55
2016/9/25 17:00,-9.69
2016/9/26 17:00,-9.74
2016/9/27 17:00,-9.81
2016/9/28 17:00,-9.46
2016/9/29 17:00,-9.52
2016/9/30 17:00,-9.43
2016/10/1 17:00,-9.2
2016/10/2 17:00,-8.9
2016/10/3 17:00,-8.97
2016/10/4 17:00,-9.05
2016/10/5 17:00,-9.22
2016/10/6 17:00,-9.18
2016/10/7 17:00,-9.34
2016/10/8 17:00,-9.55
2016/10/9 17:00,-9.93
2016/10/10 17:00,-9.6
2016/10/11 17:00,-8.68
2016/10/12 17:00,-8.85
2016/10/13 17:00,-9.39
2016/10/14 17:00,-9.92
2016/10/15 17:00,-10.04
2016/10/16 17:00,-9.85
2016/10/17 17:00,-10.09
2016/10/18 17:00,-10.56
2016/10/19 17:00,-10.17
2016/10/20 17:00,-10.25
2016/10/21 17:00,-9.88
2016/10/22 17:00,-9.48
2016/10/23 17:00,-9.25
2016/10/24 17:00,-9.38
2016/10/25 17:00,-8.62
2016/10/26 17:00,-9.7
2016/10/27 17:00,-9.16
2016/10/28 17:00,-9.09
2016/10/29 17:00,-9.64
2016/10/30 17:00,-9.63
2016/10/31 17:00,-10.11
2016/11/1 17:00,-10
2016/11/2 17:00,-9.37
2016/11/3 17:00,-9.54
2016/11/4 17:00,-9.61
2016/11/5 17:00,-10.52
