DATE,all_time_change
2016/7/5 17:00,-9.17
2016/7/6 17:00,-19.32
2016/7/7 17:00,-18
2016/7/8 17:00,-18.9
2016/7/9 17:00,-18.92
2016/7/10 17:00,-19.02
2016/7/11 17:00,-19.11
2016/7/12 17:00,-19.19
2016/7/13 17:00,-19.41
2016/7/14 17:00,-18.69
2016/7/15 17:00,-19.37
2016/7/16 17:00,-19.28
2016/7/17 17:00,-19.39
2016/7/18 17:00,-19.22
2016/7/19 17:00,-16.86
2016/7/20 17:00,-15.65
2016/7/21 17:00,-15.24
2016/7/22 17:00,-15.53
2016/7/23 17:00,-14.33
2016/7/24 17:00,-12.88
2016/7/25 17:00,-13.23
2016/7/26 17:00,-13.92
2016/7/27 17:00,-14.42
2016/7/28 17:00,-14.44
2016/7/29 17:00,-11.16
2016/7/30 17:00,-11.53
2016/7/31 17:00,-12.24
2016/8/1 17:00,-14.02
2016/8/2 17:00,-12.63
2016/8/3 17:00,-14.54
2016/8/4 17:00,-14.64
2016/8/5 17:00,-11.78
2016/8/6 17:00,-11.86
2016/8/7 17:00,-7.54
2016/8/8 17:00,-9.36
2016/8/9 17:00,-9.5
2016/8/10 17:00,-9.64
2016/8/11 17:00,-9.83
2016/8/12 17:00,-10.69
2016/8/13 17:00,-11.75
2016/8/14 17:00,-11.17
2016/8/15 17:00,-11.54
2016/8/16 17:00,-12.87
2016/8/17 17:00,-13.83
2016/8/18 17:00,-14.79
2016/8/19 17:00,-15.75
2016/8/20 17:00,-15.69
2016/8/21 17:00,-15.2
2016/8/22 17:00,-15.54
2016/8/23 17:00,-16.12
2016/8/24 17:00,-16.71
2016/8/25 17:00,-15.91
2016/8/26 17:00,-15.9
2016/8/27 17:00,-16.05
2016/8/28 17:00,-16.2
2016/8/29 17:00,-16.09
2016/8/30 17:00,-16.59
2016/8/31 17:00,-16.91
2016/9/1 17:00,-17.98
2016/9/2 17:00,-19.22
2016/9/3 17:00,-19.06
2016/9/4 17:00,-18.2
2016/9/5 17:00,-18.83
2016/9/6 17:00,-18.65
2016/9/7 17:00,-18.51
2016/9/8 17:00,-18.58
2016/9/9 17:00,-18.2
2016/9/10 17:00,-18.58
2016/9/12 17:00,-18.46
2016/9/13 17:00,-18.62
2016/9/14 17:00,-18.05
2016/9/16 17:00,-17.98
2016/9/18 17:00,-18.24
2016/9/19 17:00,-18.09
2016/9/21 17:00,-18.14
2016/9/22 17:00,-18.23
2016/9/23 17:00,-18.42
2016/9/24 17:00,-18.66
2016/9/25 17:00,-18.55
2016/9/26 17:00,-18.61
2016/9/27 17:00,-18.45
2016/9/28 17:00,-18.38
2016/9/29 17:00,-18.45
2016/9/30 17:00,-18.4
2016/10/1 17:00,-18.58
2016/10/2 17:00,-18.33
2016/10/3 17:00,-18.38
2016/10/4 17:00,-18.51
2016/10/5 17:00,-18.35
2016/10/6 17:00,-19.35
2016/10/7 17:00,-19.52
2016/10/8 17:00,-19.34
2016/10/9 17:00,-19.19
2016/10/10 17:00,-19.04
2016/10/11 17:00,-18.85
2016/10/12 17:00,-19.43
2016/10/13 17:00,-19.79
2016/10/14 17:00,-19.99
2016/10/15 17:00,-19.73
2016/10/16 17:00,-19.78
2016/10/17 17:00,-20.05
2016/10/18 17:00,-19.7
2016/10/19 17:00,-20.15
2016/10/20 17:00,-20.24
2016/10/21 17:00,-19.62
2016/10/22 17:00,-19.34
2016/10/23 17:00,-20.33
2016/10/24 17:00,-20.66
2016/10/25 17:00,-20.54
2016/10/26 17:00,-21.58
2016/10/27 17:00,-20.97
2016/10/28 17:00,-21.29
2016/10/29 17:00,-21.96
2016/10/30 17:00,-22.66
2016/10/31 17:00,-23.39
2016/11/1 17:00,-23.79
2016/11/2 17:00,-23.75
2016/11/3 17:00,-24.74
2016/11/4 17:00,-25.45
2016/11/5 17:00,-25.99
